Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$100K - $150K (Employer est.),"X By is building the consumer brands of the future, with the world’s leading creators. If you want to be part of the next generation of ecommerce, we can’t wait to talk with you!

Backed by Atomic and Forerunner Ventures, we are building a company that will redefine the entire product development, supply chain, and e-commerce experience.

About the role:
X By is on the hunt for an incredible Lead Data Scientist who understands what it takes to creatively build and manage an analytics driven product. At X By you’ll work with experts in branding, design, supply chain, engineering, and operations to bring ideas to life that will help us democratize brand building.

You will help us uncover what we don't know and should be looking at,,suggest new products for consideration, and ensure we have clean and accurate data for reporting and modeling.",3.9,"Atomic
3.9",Remote,1 to 50 Employees,1999,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
"Data Scientist I, Product Analytics",$100K - $150K (Employer est.),"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing.

The Analytics team powers data-informed decision-making at Tinder. We are looking to add a creative Data Scientist to our growing Analytics team. As a Data Scientist I on the Analytics team, you will partner with Product, Marketing, Engineering, and Finance to improve our outstanding platform.

You will use comprehensive datasets to develop experiments, understand metrics, develop automated reports, and generate exploratory insights to guide our business solutions. You will collaborate with other members of our team to surface important insights - exploratory analysis, experiment results, collaborations with other teams (consumer insights/strategy/etc) - to our partner teams and across the company. These insights influence both the performance of our business and the experience of our members.",-1,Tinder,"San Francisco, CA",201 to 500 Employees,2012,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$100K - $150K (Employer est.),"Overview
Abl believes every student deserves the opportunity to make informed and meaningful choices about their life and future. Unfortunately, many students aren't given the same opportunities due to systemic inequities. Abl offers advanced, data driven software and services to help K12 schools and districts identify and remove those inequities. We are currently doing this work with some of the largest districts in the country, such as Los Angeles Unified, New York Dept of Ed, Portland Public Schools, Denver Public Schools, and the state of Washington.
The Abl team is made up of veteran school leaders, district-level decision-makers, and teachers working together with veteran software engineers, designers, and data scientists.
We are looking for an experienced data scientist who will be a key innovator in leveraging data to provide robust recommendations and product features that positively impact students and teachers. Your contributions will have a meaningful impact on the lives of students across the country.",5.0,"Abl Schools
5.0",California,1 to 50 Employees,2015,Company - Private,K-12 Education,Education,Unknown / Non-Applicable
"Data Scientist, Advanced Analytics",$100K - $150K (Employer est.),"Data Scientist, Advanced Analytics (Remote)
Position Summary:
The Customer Experience and Operations Department (CXO) Advanced Analytics team is focused on the creation of customer value through the use of data science and deep analytics to influence and lead major initiatives across CXO business units and partners, drive strategy creation and support Existing Customer planning and forecasting in partnership with Finance, Pricing, IT and various business units
The Data Scientist, Advanced Analytics will report to the Director, Advanced Analytics and will be providing thought leadership on execution of strategic, quantitative, and technological solutions to support robust decision-making. This role will partner with cross-functionals leads within CXO, IT, marketing, pricing, and finance to investigate data trends, build business insights, and recommend proactive measures to enable better business decisions. He/she must be adept at communicating a compelling vision and building engagement and alignment through exceptional cross-functional leadership, effective communication, and collaboration. Success in this role will be the enablement of fast, data driven decision making and prioritization across the organization that will have a tremendous impact on revenue and profitability. Key functions of the Data Scientist role are to leverage strong finance and data science expertise to oversee:",3.1,"ADT Security Services
3.1",Remote,10000+ Employees,1874,Company - Public,Security Services,Business Services,$2 to $5 billion (USD)
Data Scientist,$100K - $150K (Employer est.),"Take the next step to your new career and earn a $15,000 sign on bonus!
Defense Elevated is seeking IT professionals to join our team. As a small company, we keep our overhead low and pass those savings on to our employees. We work with you to design a compensation package with flexibility to meet your needs and goals based on what is important to you. For example, depending on your goal, we can adapt our benefits and salary to focus on paid health insurance, life insurance, higher yearly Paid Time Off, 401K, or maximize your salary; you decide!
Position(s): Data Scientist | Position Closes: 12/06/2021
Clearance: TS/SCI with Full Scope Polygraph
Requirements:",-1,Defense Elevated,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist (Remote),$100K - $150K (Employer est.),"What you will do
Data science consulting is an integral and rapidly growing part of our firm's offerings; we are seeking a talented, self-starting data scientist to help our efforts in both business-facing data science and machine learning engineering. At Aimpoint Digital, you will augment talented data science teams, build cutting-edge models, and make impactful recommendations in a fast and dynamically changing environment.
Who we are looking for
We are looking for data scientists who want to make an impact on businesses by building deployable models to generate valuable insights.
Self-starter with excellent communication skills, able to work independently with little direction",5.0,"Aimpoint Digital
5.0","Atlanta, GA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$100K - $150K (Employer est.),"Are you one of the best Data Scientists out there looking to master yet another role in the tech space?

If so, I have the perfect opportunity for you!

This role is a full-time direct hire position within the wine spirits industry. You will be placed with a company that is dedicated to diversity in data; at all levels of the organization.

This would be a great opportunity for someone like you or anyone looking to join a team and make a major impact.

Your day to day will look a little something like this.

Applying standard methods and algorithms, validates results and performs necessary data preparation steps.

Creating and maintaining of analysis conducted in R environment

Developing Tableau dashboards (requiring experience in SQL coding).

Developing and executing project and process plans, implements policies and procedures and sets operational goals

And of course, being a taste tester for our signature wines and spirits (for research purposes of course)


Minimum 2 year of experience in Data analytics

Experience using or applying statistical and mathematical concepts to measure performance against projects to ensure a high quality delivery

R Programming language experience

SQL coding experience

Demand forecasting and/or data simulation experience",-1,Inclusive Links,Remote,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$100K - $150K (Employer est.),"We’re looking for a Data Scientist in our growing Enterprise Data Science Team to develop new data science products using machine learning, natural language processing, data visualization techniques, and other forms of advanced analytics.
The Enterprise Data Science team is also a Center of Excellence for data science at Blue Cross and Blue Shield of Illinois, New Mexico, Montana, Oklahoma & Texas. This person will spend approximately a quarter of their time promoting best practices in data science across the enterprise and leading and organizing technical training for the broader community.
At the largest customer-owned and not-for-profit health insurer and fourth largest health insurer overall in the United States, you will have the opportunity to work with massive datasets to drive revenue growth, improve our operational and member-facing processes, and affect how healthcare is delivered to our members.
An ideal candidate would be someone who loves working with data, demonstrates a continuous learning and growth mindset, possesses an interest in the intersection of healthcare and technology, and has an ability to communicate complex technical concepts to non-technical audiences.",3.6,"Blue Cross Blue Shield of IL, MT, NM, OK & TX
3.6","Chicago, IL",10000+ Employees,1936,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist - Engineer (Remote),$100K - $150K (Employer est.),"Data Scientist / Engineer (Remote)
LightingNewYork.com | Remote

At Lighting New York, we work to acquire raving fans by retaining excellent team members who are dedicated to the culture and growth of the organization and strive to provide the best in class customer experience, home goods product selection and value. We're one of the fastest growing businesses in our industry and we're looking for A+ team members to help us continue that growth.
If the idea of scripting SQL data using validation tables matched up with 3rd party data to generate an XML data feed triggered by delta variations to ensure accurate and timely information sharing even makes sense to you - then we should talk!",2.5,"Lighting New York
2.5","Harrisburg, PA",51 to 200 Employees,,Company - Private,Home Furniture & Housewares Stores,Retail,$50 to $100 million (USD)
"Data Scientist, Engineering",$100K - $150K (Employer est.),"Note: By applying to this position you will have an opportunity to share your preferred working location for this position from the following: Mountain View, CA, USA; Sunnyvale, CA, USA; New York, NY, USA
Minimum qualifications:
Master's degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or equivalent practical experience.
2 years of work experience in data analysis related field.
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL)

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",-1,Google,"New York, NY",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Data Scientist,$100K - $150K (Employer est.),"ArthurPaige is looking for a Data Scientist that will be responsible for overseeing the collection, storage, and interpretation of data. Their duties include sifting through data points to create organized categories, comparing data points to current company processes, and writing reports outlining customer predictions or proposals. You will use data to help our customers make mission decisions.
Responsibilities:
Collecting data through means such as analyzing business results or by setting up and managing new studies
Transferring data into a new format to make it more appropriate for analysis
Creating new, experimental frameworks to collect data",-1,ArthurPaige,"Fort Meade, MD",1 to 50 Employees,2021,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Senior Data Scientist - Ranking Team,$100K - $150K (Employer est.),"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed. The Ranking team focuses on leveraging our understanding of jobs + Job seekers, and our scale. The team’s mission is to match every jobseeker find the most relevant jobs in their job search. We work hard to ensure each personalized search brings the most relevant and attainable search results for every jobseeker.

Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",4.3,"Indeed
4.3","Austin, TX",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$100K - $150K (Employer est.),"Company Description
PocketPills is a tech-driven pharmacy that is redefining pharmacy experience for consumers in Canada. Consumers can place an order on the App from the convenience of their home. We presort medications into “PocketPacks” and deliver them to the doorstep, for free. Our innovative, online pharmacy platform is aimed at significantly reducing cost, improving medication adherence and providing easy access to pharmacists. With direct access to patients’ medication history and using other healthcare information, we will predict medication adherence, medication efficacy, disease progression and incidence of new diseases by leveraging machine learning. Our addressable market is the retail pharmacy industry in Canada (~$25B annual revenues).
Job Description",4.0,"PocketPills
4.0","San Francisco, CA",51 to 200 Employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,$100K - $150K (Employer est.),"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
This role is part of our Network Enablement team within Verizon's Artificial Intelligence and Data (AI&D)center of excellence and is responsible for program and project coordination and support across multiple groups within Global Network and Technology (GN&T). We are tasked with bringing innovative AI/ML solutions to the business units that allow them to enable efficiencies.",3.9,"Verizon
3.9","Temple Terrace, FL",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
Associate Data Scientist,$100K - $150K (Employer est.),"The Associate Data Scientist has a proven ability to analyze complex problems using data and to provide insight to decision-makers. Key responsibilities include accessing data from various sources, building data visualizations and dashboards, interpreting data using statistics, and creating reports that drive critical product improvements and business decisions. The Associate Data Scientist works closely with cross-functional groups to identify process and system performance parameters, design and create methods to extract data, and independently produce reports using appropriate methods. They will develop, maintain and improve processes, tools and reports as needed. This role interfaces and collaborates with scientific and engineering teams for product development, operations and commercial activities.
Your key responsibilities
Impacts business objectives by conducting data analysis and providing recommendations that impact the direction of strategic and tactical plans
Individual contributor",4.2,"Roche
4.2","Carlsbad, CA",5001 to 10000 Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$100K - $150K (Employer est.),"Auto req ID: 242102BR
Job Description
We are PepsiCo
PepsiCo is a global food and beverage leader operating in more than 200 countries and territories with a product portfolio that includes 22 world-famous, billion-dollar brands. From Gatorade to Quaker, LIFEWTR to Lay’s, we make hundreds of enjoyable foods and beverages that are loved throughout the world.

Guiding PepsiCo is our vision to be the global leader in convenient foods and beverages by Winning with Purpose. “Winning with Purpose” reflects our ambition to win sustainably in the marketplace and embed purpose into all aspects of the business.

Our employees drive our culture. No two days are the same; we’re dynamic and full of passionate teams embracing new ideas through our collaborative spirit. At PepsiCo, what makes you unique, makes us better!


PepsiCo operates in an environment undergoing immense and rapid change, driven by eCommerce and emergent retail technologies. To ensure continued success in the food and beverage space, PepsiCo has assembled a dedicated eCommerce team – tasked with optimizing eCommerce operations and developing innovations that will give PepsiCo a sustainable competitive advantage. While tied closely to broader PepsiCo, the eCommerce group more closely resembles a start-up environment; embracing the core values of having bias for action, being results oriented, maintaining a community-focus, and prioritizing people.
PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build industry-leading systems and solutions. By focusing on machine learning and automation, the Data Science & Analytics group is pushing the bounds of possibility for PepsiCo and its strategic partners.

Location: New York, NY

As a Data Scientist, you will play a critical role in executing the global ecommerce growth agenda. You will be tasked with identifying, designing, and implementing data science/machine learning solutions to business problems. You will collaborate with the larger data science and analytics teams to create a robust, shared codebase; on which PepsiCo will build automated eCommerce systems. You will work with internal business stakeholders and strategic partners to identify opportunities for collaborative development and foster a data-driven culture between relevant teams.


All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.
PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity.

For San Francisco and Los Angeles area applicants: Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Fair Credit Reporting Act, and all other applicable laws, including but not limited to, San Francisco Police Code Sections 4901-4919, commonly referred to as the San Francisco Fair Chance Ordinance; and Chapter XVII, Article 9 of the Los Angeles Municipal Code, commonly referred to as the Fair Chance Initiative for Hiring Ordinance. Applicants with criminal histories are welcome to apply.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy.

Please view our Pay Transparency Statement
Eligible for Standard Relocation

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Fair Credit Reporting Act, and all other applicable laws, including but not limited to, San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance; and Chapter XVII, Article 9 of the Los Angeles Municipal Code, commonly referred to as the Fair Chance Initiative for Hiring Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement",3.9,"PepsiCo
3.9","Mexico, MO",10000+ Employees,1965,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$100K - $150K (Employer est.),"The Company
Recurrency is a sales, pricing, and purchasing automation platform for distributors. Despite distribution being a multi-trillion dollar industry, the legacy enterprise resource planning (ERP) systems that exist to help distributors manage their purchasing, inventory, sales, order processing, and accounting are decades behind. For the most part, ERP systems are painfully slow, difficult-to-use, and soul-crushingly manual.
Recurrency's goal is to reverse ERP stagnation by building a streamlined and intelligent ERP: blazingly fast and complete with powerful automation tools like dynamic pricing and demand forecasting. Using Recurrency can boost a distributor's revenue and profit margins, while reducing waste and saving time. Most importantly, Recurrency is fully-integrated with the customer's legacy system, so deploying Recurrency in production can be done in as little as one day.",-1,Recurrency,California,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$100K - $150K (Employer est.),"POSITION SUMMARY
The HR Data Scientist will assist the Director of Data Science in combining employee performance data with environmental, social, and other external information to create strategies to improve employee experience, reduce attrition, forecast resourcing needs, and develop a healthy corporate culture.
The HR Data Scientist will assist the Director of Data Science and Human Resources in combining employee performance data with personal, environmental, and other external sources of information to create strategies to improve employee experience, productivity, reduce attrition and develop a healthy corporate culture.
ESSENTIAL FUNCTIONS
When collaborating with partners and stakeholders to understand people-related business problems, you will need to be able to clearly explain technical concepts to people with non-technical backgrounds. This will include preparing and delivering presentations with rich data visualizations and meaningful business insights and conclusions.",2.7,"Modivcare
2.7","Denver, CO",10000+ Employees,1986,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist - R&D Beverage Category,$100K - $150K (Employer est.),"This position requires specialization in applying data analysis and machine learning approaches to help us understand the connections between technical data and consumer preferences. You will be working within the R&D organization to develop models that enable us to predict consumer preferences virtually. This role has the unique ability to leverage the power of data science to drive flavor creation and product formulation in business-critical areas. An individual with experience in connecting data to consumer preference or liking is preferred. In addition, we are looking for someone to help build databases and a repository of flavor knowledge that can be leverage for future generations. The person in this role will be connected within a networked community of like scientist to grow and develop in their career. Access to the latest innovations in flavor and Ingredient research, and the opportunity to connect science with consumer understanding, are some of the benefits for this role. We are looking for someone who can expand our vision in data science and machine learning to deliver new insights into how we deliver the best tasting products to our valued consumers.
Artificial Intelligence (AI); Data Analytics; Machine Learning; Statistics; Predictive Modeling; Consumer Data; Data Science",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Sr. Data Scientist/Machine Learning Engineer,$100K - $150K (Employer est.),"Develop AI/ML Products as the core of Revenue and Growth Initiatives Develop 3-5 Products ( use cases ) using Azure tech stack Define propensity models (scores / statistics) and perform exploratory analysis for the same.
Set up insights model by segment or individuals Evaluation of feature models / engineering Build A macro demand forecast model by utilizing multiple market and industry data sources in addition to brand data and develop A route optimization model to increase efficiencies and reduce costs Utilize advanced analytics to dynamically estimate elasticity willingness to pay and competitor impact on demand in order to build optimal demand models and rate recommendation .
Use time series and linear programing to forecast unconstrained demand at segment and seat class level and optimize trade offs between rate and demand to maximize total revenue Utilize AI and ML to build and enhance dynamic pricing models of ancillary product portfolio by studying and clustering traveler’s preferences and behaviors at the micro segment level",-1,Frontend Arts Inc,"Dallas, TX",1 to 50 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Data Scientist,$100K - $150K (Employer est.),"RAPP SF is looking for a Data Scientist
to join our award-winning Marketing Sciences team.

ABOUT RAPP
Our purpose
We are the agency absolutely, utterly, fiercely focused on the individual. We use our data, technology and creative smarts to make meaningful, connections with every single person a brand knows.",-1,RAPP,"San Francisco, CA",501 to 1000 Employees,1965,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Senior Data Scientist (Remote),$90K - $120K (Employer est.),"About Transfix:
Transfix, named to Forbes’ “Next Billion-Dollar Startups” list, is the leading transportation solutions provider whose digital brokerage marketplace and logistics software offerings are helping transform the $800 billion trucking industry. Since its founding in 2013, Transfix has been driven by a mission to deliver simple, smart, and sustainable solutions for shippers and carriers, powered by people and technology.
Here at Transfix, we are not only building incredible technology solving some of the world’s biggest, most complex, and most important challenges in the freight and logistics industry; We are also helping protect our environment and are passionate about making the world a better place by increasing sustainability and eliminating the extreme amount of waste that currently exists in our industry.",4.1,"Transfix.io
4.1",Remote,51 to 200 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
Data Scientist,$90K - $120K (Employer est.),"Coinbase has built the world's leading compliant cryptocurrency platform serving over 73 million accounts in more than 100 countries. With multiple successful products, and our vocal advocacy for blockchain technology, we have played a major part in mainstream awareness and adoption of cryptocurrency. We are proud to offer an entire suite of products that are helping build the cryptoeconomy and increase economic freedom around the world.
There are a few things we look for across all hires we make at Coinbase, regardless of role or team. First, we look for signals that a candidate will thrive in a culture like ours, where we default to trust, embrace feedback, disrupt ourselves, and expect sustained high performance because we play as a championship team. Second, we expect all employees to commit to our mission-focused approach to our work. Finally, we seek people with the desire and capacity to build and share expertise in the frontier technologies of crypto and blockchain, in whatever way is most relevant to their role.",4.3,"Coinbase
4.3",Remote,501 to 1000 Employees,,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Operational Data Scientist,$90K - $120K (Employer est.),"The Company
At Sofar we connect the world's oceans. We build the technology to create global awareness of ocean weather, climate, and ocean health. Our unique ocean data provides insights to science and society, and our products make ocean industries more sustainable. As a mission-driven team we combine the best in ocean science and Bay Area innovation to capture the canvas of our oceans and drive the new Blue Economy.
The Position
Wayfinder, Sofar's weather routing service, provides daily speed and route guidance to large bulk carriers and container vessels to avoid dangerous weather, save fuel, and reduce carbon emissions. To accomplish this we use data-driven vessel performance models that help us accurately predict fuel consumption required to overcome resistance due to drag, wind and waves while maintaining an optimal speed. We are looking for a data analyst to help create and maintain bespoke vessel performance models for our costumers.",4.6,"Sofar Ocean
4.6",California,1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Junior Data Scientist,$90K - $120K (Employer est.),"You will collaborate with the brightest technical minds in building futuristic products, researching groundbreaking concepts, and influencing new ideas to transform retail. If you want to make meaningful contributions and reinvent the retail space that will impact millions of guests, Target is for you.
About This Opportunity: Responsible for the development of high performance, distributed computing tasks using Big Data technologies such as Hadoop, NoSQL, text mining and other distributed environment technologies based on the needs of the organization. Designs and drives the creation of new standards and best practices in the use of statistical data modeling, big data and optimization tools. Deploy data-science and technology based algorithmic solutions to address business needs for our customers Utilize recommender systems, collaborative filtering techniques, propensity modeling to drive our customer's business priorities
Qualifications: Msc - Statistics / Math or PhD in any stream
Experience : 0 to 2 years

Experience / Strong Knowledge of Regression/Linear Analysis
Familiarity with any of Deep Learning, Distributed RF, Generalized Linear Model,K-Mean and naive Bayes
Familiarity with designing algorithms on Hadoop ecosystem
Experience / Strong Knowledge with recommendation systems
A strong passion for empirical research and for answering hard questions with data
Excellent written and verbal communication skills",-1,ANALYTOS,"Austin, TX",-1,-1,-1,-1,-1,-1
Growth Data Scientist,$90K - $120K (Employer est.),"This is a post on behalf of the Ai+ Hiring Partner.
Must Apply at: https://bit.ly/3kuN2KF
About Our Hiring Partner: Growth Data Scientist is Remote. Join us in transforming the way remote teams work and communicate. Our Ai Hiring Partner AI-powered collaborative note-taking app works across Zoom, Google Meet, and Microsoft Teams to help teams record, transcribe, search and share meeting notes. In addition, they are making virtual meetings accessible to all employees - allowing team members with disabilities to participate in a world that is now dominated by virtual meetings. Theu are making an impact at scale and they are growing fast. Their team is made up of top talent from companies like Google, Facebook, Yahoo!, Microsoft, Pinterest, Spotify, and Plaid. They are backed by leading investors that include David Cheriton (Google’s first investor), Tim Draper (Draper Associates), Spectrum Equity, Horizons Ventures, GGV Capital, and Duke University.",-1,"Data Science Works, Inc","San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$90K - $120K (Employer est.),"We are building the future of freight

Mothership's groundbreaking technology is unlocking the world's potential by making freight delivery more efficient. Founded in 2017, we're backed by some of venture capital's best investors and have already become the logistics backbone for many of today's most innovative companies.

Mothership is looking for our first Data Scientist to help better understand our carriers, identify how we can optimize our routes, elevate demand density and strengthen traffic recognition.

As the first Data Scientist, you will exude a passion for developing powerful mission-critical statistical and machine learning models, as your goal will ultimately be to investigate and develop a core strategy that will make us the strongest and fastest freight provider in the United States. In order to work cross-functionally across the organization, great communication and willingness to take risks and push boundaries will be required.",2.9,"Mothership Technologies
2.9",Remote,51 to 200 Employees,,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
Jr Data Scientist,$90K - $120K (Employer est.),"Applied Mathematics. Python. Computer Science. Data Modeling & Evaluation
If that grabbed your attention, come grow with us!
American Auto Shield (AAS) specializes in vehicle and home service contract development and superior claims administration. We are looking for a Jr Data Scientist that will provide analytical support for our fast-growing vehicle service contract enterprise. The primary duties will center upon statistical learning and analysis of data from our various seller and service offerings. The role will be focused on both basic and advanced statistical procedures to provide actionable insights and recommendations to senior management with an emphasis on data-driven business decisions.

Introductions first!",3.8,"American Auto Shield
3.8","Denver, CO",201 to 500 Employees,2002,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD)
Clinical Data Scientist,$90K - $120K (Employer est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
Provide analysis to identify critical issues/questions around member performance.
$99,300.00 - $147,700.00",4.0,"Vizient, Inc.
4.0",Remote,1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
Senior Data Scientist,$90K - $120K (Employer est.),"Location: Corning, NY, US, 14831
Company: Corning
Requisition Number: 45962

Corning is one of the world’s leading innovators in materials science! For more than 160 years, Corning has applied its unparalleled expertise in specialty glass, ceramics, and optical physics to develop products that have created new industries and transformed people’s lives.",3.8,"Corning
3.8","Corning, NY",10000+ Employees,1851,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Experienced Data Scientist,$90K - $120K (Employer est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

17",3.8,"Liberty Mutual Insurance
3.8",Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$90K - $120K (Employer est.),"DojoMojo is a leading marketing platform that helps digital businesses scale with unmatched capital efficiency. Through our suite of growth tools which includes our soon-to-be-launched data product, SMS
Marketing suite, and partnership network of over 12,000 businesses, DojoMojo empowers digital businesses to scale growth with ease and efficiency. Our proprietary data is a true competitive advantage as we’ve already set up a database with over 32 million rich user personas and are gathering hundreds of thousands of new data points daily. Our marketing solutions combined with our immense data sets are enabling us to realize our mission to become the essential growth platform for digital businesses of all sizes.
About The Role
Highly analytical with a passion for data analysis, math, and statistics. The ideal candidate is a critical thinker with excellent problem solving skills. You will lead the effort in analyzing millions of consumer profiles and build valuable insights for our customers through data mining techniques and statistical analysis. You’ll be on the ground level of productizing a data science solution that will help brands and businesses connect and create meaningful partnerships and engagements. You will play an integral part in assisting our engineering team in building high quality integrated prediction systems which incorporate machine learning techniques.",-1,DojoMojo,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$90K - $120K (Employer est.),"4-6 years of commercial hands-on experience as a Data Scientist solving high impact functional problems
Extensive experience with Python & software engineering fundamentals
Experience with applied statistics and quantitative modelling (e.g. regression, classification, experimentation, and machine or deep learning)
Experience with computer vision and NLP for extraction of information from structured (forms, invoices, statements, etc.) and unstructured (emails, etc.) content
Extensive experience of launching productionized machine learning models at scale
Preferred Skills:
Domain experience in insurance",3.9,"Amiga Informatics
3.9","Pearl River, NY",501 to 1000 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
